Income_index,pct_total_exp,GDP,Hepatitis_B,Measles,Polio,Diphtheria,HIV_AIDS,BMI,Alcohol,thinness__1_19_years,infant_deaths,Adult_Mortality,Status_Developing
-0.9004952841378744,-2.2252384930775824,-0.5663730558045972,0.8382132277829265,-1.1777906903883328,0.7987462780990605,0.8009727252920648,1.3840891001908533,-0.6898568293461574,0.4207936910379583,0.8024309836469057,-1.2222851732725124,0.6313369569095895,1.0
0.5216802483561301,0.06547932147173922,-0.029160130237079113,0.9110969038257635,-1.1777906903883328,0.8889119584862478,0.8009727252920648,-0.7047112705724752,0.10964329300791309,1.1949025907751862,0.16186578066410343,-1.2222851732725124,0.29223895258049815,1.0
0.3302307838782952,0.5704929090891294,-0.1655429607316182,0.9110969038257635,0.45996449735583683,0.7987462780990605,0.8009727252920648,-0.7047112705724752,0.9958646736805886,-0.7538384103911865,0.6981308712781771,-0.06411623833134973,-1.7143395956019707,1.0
0.01146665408981817,-0.6438783309941634,-0.2048817888253608,0.22771044203307056,-1.1777906903883328,-0.08641370222491755,-0.012763592300415771,1.5072271972085673,0.5284456278490018,0.5121626199959095,0.014335463428207846,0.38868521716188464,-1.334497541509456,1.0
-0.5494904024393317,-0.9811481067148806,-0.41276026788043546,0.9850049154300359,0.828517218505312,0.454573037535647,0.8913447111054774,0.8661314714272531,-0.45377855813319384,-1.5085680683330591,0.6981308712781771,1.1747932457553478,0.824019121067462,1.0
-0.8729819866487081,0.08993786306578715,-0.4801574321230919,0.3563817366088815,0.8341239701424723,0.06040293606100417,0.13724238545061718,0.443522323941819,-1.0623942904039274,-0.4011827999356546,1.3326921711620523,0.7405486935027438,0.4295503887396033,1.0
-0.6478734016125075,0.15466412176661323,-0.5419995749403087,-1.3615182750376076,1.3337566077856626,-2.2972877328697963,-0.5525828662415004,1.9014075513682644,-0.6328531582834663,0.5162100806572194,1.7501762396726301,-0.06411623833134973,-1.09136126627688,1.0
-0.5319596476011652,-0.012662728555291646,-0.5723524484074388,0.2915517472884018,-0.5741627606284276,-0.7323442840934853,-0.29447919763249725,-0.00491874103741789,-0.14893732667743886,-1.2416368053557454,0.10487884628255373,0.5733879793298573,0.36552794693211915,1.0
1.1270500035800968,0.7007029875857138,0.7297955036116605,-2.113050469967247,-1.1777906903883328,-2.2960219791064715,0.2935029118060284,-0.7047112705724752,1.1867168770583767,0.7921988747555831,-1.3323872931823042,-0.27465143577069223,-0.5084887921241974,1.0
-0.39586429828495207,0.36417068715569806,-0.2808114011080247,0.6955034323165511,-1.1777906903883328,0.538170977693754,0.5398752687217165,0.24220888327754778,0.4814431559207903,-0.4222461282516552,-0.9606480922283466,0.6649255894778011,0.4574526302608526,1.0
0.41009749671399137,-2.157757290770141,-0.05673288305402426,-0.3572420207458777,0.34754869344295425,-0.6741248884761016,-0.6730756259362941,-0.7047112705724752,1.0323655807138097,-0.47989547660570286,0.3672201285430455,-0.5964498968969684,-1.5962765642359584,1.0
-1.041342773854684,-1.0667803165765795,-0.21815889728837362,-0.3572420207458777,1.1222876376138808,-0.42732469119374134,-0.6730756259362941,1.6078147938313572,-1.8992142724750842,0.8944355164232899,1.1097413136444931,1.456210977278225,1.4251988083005314,1.0
